Ano,Unidade Geográfica,Localização,Dependência Administrativa,Aprovação,Reprovação,Abandono
2015.0,Centro-Oeste,Rural,Total,92.1,6.7,1.2
2015.0,Centro-Oeste,Rural,Pública,92.0,6.7,1.3
2015.0,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2015.0,Centro-Oeste,Rural,Estadual,93.2,6.0,0.8
2015.0,Centro-Oeste,Rural,Municipal,91.6,6.9,1.5
2015.0,Centro-Oeste,Rural,Particular,95.9,4.1,0.0
2016.0,Brasil,Total,Total,92.0,6.8,1.2
2016.0,Brasil,Rural,Total,85.0,12.4,2.6
2016.0,Brasil,Urbana,Total,93.4,5.7,0.9
2016.0,Brasil,Total,Estadual,93.8,5.3,0.9
2016.0,Brasil,Total,Federal,96.0,3.9,0.1
2016.0,Brasil,Total,Municipal,90.1,8.3,1.6
2016.0,Brasil,Total,Privada,98.3,1.6,0.1
2016.0,Brasil,Rural,Estadual,88.1,9.3,2.6
2016.0,Brasil,Urbana,Estadual,94.2,5.0,0.8
2016.0,Brasil,Rural,Federal,86.7,13.3,0.0
2016.0,Brasil,Urbana,Federal,96.1,3.8,0.1
2016.0,Brasil,Rural,Municipal,84.7,12.7,2.6
2016.0,Brasil,Urbana,Municipal,91.7,7.1,1.2
2016.0,Brasil,Rural,Privada,96.3,3.3,0.4
2016.0,Brasil,Urbana,Privada,98.3,1.6,0.1
2016.0,Brasil,Total,Pública,90.8,7.8,1.4
2016.0,Brasil,Rural,Pública,84.9,12.5,2.6
2016.0,Brasil,Urbana,Pública,92.3,6.6,1.1
2016.0,Norte,Total,Total,85.3,12.0,2.7
2016.0,Norte,Rural,Total,77.3,18.1,4.6
2016.0,Norte,Urbana,Total,89.0,9.2,1.8
2016.0,Norte,Total,Estadual,88.9,9.1,2.0
2016.0,Norte,Total,Federal,93.0,7.0,0.0
2016.0,Norte,Total,Municipal,83.0,13.9,3.1
2016.0,Norte,Total,Privada,98.6,1.3,0.1
2016.0,Norte,Rural,Estadual,83.8,12.2,4.0
2016.0,Norte,Urbana,Estadual,89.7,8.5,1.8
2016.0,Norte,Rural,Federal,0.0,0.0,0.0
2016.0,Norte,Urbana,Federal,93.0,7.0,0.0
2016.0,Norte,Rural,Municipal,76.6,18.7,4.7
2016.0,Norte,Urbana,Municipal,87.2,10.8,2.0
2016.0,Norte,Rural,Privada,92.3,6.8,0.9
2016.0,Norte,Urbana,Privada,98.6,1.2,0.2
2016.0,Norte,Total,Pública,84.2,12.9,2.9
2016.0,Norte,Rural,Pública,77.2,18.1,4.7
2016.0,Norte,Urbana,Pública,87.9,10.2,1.9
2016.0,Nordeste,Total,Total,87.6,10.3,2.1
2016.0,Nordeste,Rural,Total,84.5,13.0,2.5
2016.0,Nordeste,Urbana,Total,88.8,9.2,2.0
2016.0,Nordeste,Total,Estadual,82.7,13.7,3.6
2016.0,Nordeste,Total,Federal,92.2,7.8,0.0
2016.0,Nordeste,Total,Municipal,85.6,11.9,2.5
2016.0,Nordeste,Total,Privada,97.8,2.0,0.2
2016.0,Nordeste,Rural,Estadual,78.9,15.1,6.0
2016.0,Nordeste,Urbana,Estadual,83.4,13.5,3.1
2016.0,Nordeste,Rural,Federal,86.7,13.3,0.0
2016.0,Nordeste,Urbana,Federal,93.9,6.1,0.0
2016.0,Nordeste,Rural,Municipal,84.5,13.0,2.5
2016.0,Nordeste,Urbana,Municipal,86.3,11.3,2.4
2016.0,Nordeste,Rural,Privada,96.5,3.0,0.5
2016.0,Nordeste,Urbana,Privada,97.9,1.9,0.2
2016.0,Nordeste,Total,Pública,85.5,12.0,2.5
2016.0,Nordeste,Rural,Pública,84.4,13.1,2.5
2016.0,Nordeste,Urbana,Pública,86.1,11.4,2.5
2016.0,Sudeste,Total,Total,96.6,3.0,0.4
2016.0,Sudeste,Rural,Total,94.8,4.7,0.5
2016.0,Sudeste,Urbana,Total,96.7,3.0,0.3
2016.0,Sudeste,Total,Estadual,98.8,0.9,0.3
2016.0,Sudeste,Total,Federal,97.0,3.0,0.0
2016.0,Sudeste,Total,Municipal,95.3,4.2,0.5
2016.0,Sudeste,Total,Privada,98.4,1.5,0.1
2016.0,Sudeste,Rural,Estadual,97.9,1.6,0.5
2016.0,Sudeste,Urbana,Estadual,98.8,0.8,0.4
2016.0,Sudeste,Rural,Federal,0.0,0.0,0.0
2016.0,Sudeste,Urbana,Federal,97.0,3.0,0.0
2016.0,Sudeste,Rural,Municipal,94.4,5.1,0.5
2016.0,Sudeste,Urbana,Municipal,95.4,4.1,0.5
2016.0,Sudeste,Rural,Privada,97.5,2.5,0.0
2016.0,Sudeste,Urbana,Privada,98.4,1.5,0.1
2016.0,Sudeste,Total,Pública,96.1,3.4,0.5
2016.0,Sudeste,Rural,Pública,94.8,4.8,0.4
2016.0,Sudeste,Urbana,Pública,96.2,3.3,0.5
2016.0,Sul,Total,Total,94.3,5.4,0.3
2016.0,Sul,Rural,Total,93.6,6.0,0.4
2016.0,Sul,Urbana,Total,94.4,5.3,0.3
2016.0,Sul,Total,Estadual,90.4,9.2,0.4
2016.0,Sul,Total,Federal,99.2,0.8,0.0
2016.0,Sul,Total,Municipal,94.7,5.0,0.3
2016.0,Sul,Total,Privada,98.9,1.1,0.0
2016.0,Sul,Rural,Estadual,90.0,9.3,0.7
2016.0,Sul,Urbana,Estadual,90.4,9.2,0.4
2016.0,Sul,Rural,Federal,0.0,0.0,0.0
2016.0,Sul,Urbana,Federal,99.2,0.8,0.0
2016.0,Sul,Rural,Municipal,94.5,5.2,0.3
2016.0,Sul,Urbana,Municipal,94.7,4.9,0.4
2016.0,Sul,Rural,Privada,91.6,6.3,2.1
2016.0,Sul,Urbana,Privada,98.9,1.1,0.0
2016.0,Sul,Total,Pública,93.6,6.0,0.4
2016.0,Sul,Rural,Pública,93.6,6.0,0.4
2016.0,Sul,Urbana,Pública,93.6,6.0,0.4
2016.0,Centro-Oeste,Total,Total,94.8,4.6,0.6
2016.0,Centro-Oeste,Rural,Total,91.9,6.8,1.3
2016.0,Centro-Oeste,Urbana,Total,95.1,4.4,0.5
2016.0,Centro-Oeste,Total,Estadual,93.8,5.6,0.6
2016.0,Centro-Oeste,Total,Federal,88.3,10.0,1.7
2016.0,Centro-Oeste,Total,Municipal,94.2,5.1,0.7
2016.0,Centro-Oeste,Total,Privada,98.8,1.2,0.0
2016.0,Centro-Oeste,Rural,Estadual,93.6,5.6,0.8
2016.0,Centro-Oeste,Urbana,Estadual,93.9,5.6,0.5
2016.0,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2016.0,Centro-Oeste,Urbana,Federal,88.3,10.0,1.7
2016.0,Centro-Oeste,Rural,Municipal,91.2,7.3,1.5
2016.0,Centro-Oeste,Urbana,Municipal,94.5,4.8,0.7
2016.0,Centro-Oeste,Rural,Privada,95.8,4.2,0.0
2016.0,Centro-Oeste,Urbana,Privada,98.8,1.2,0.0
2016.0,Centro-Oeste,Total,Pública,94.0,5.3,0.7
2016.0,Centro-Oeste,Rural,Pública,91.8,6.9,1.3
2016.0,Centro-Oeste,Urbana,Pública,94.3,5.1,0.6
2017.0,Brasil,Total,Total,93.1,5.9,1.0
2017.0,Brasil,Urbana,Total,94.4,4.8,0.8
2017.0,Brasil,Rural,Total,86.7,11.1,2.2
2017.0,Brasil,Total,Federal,97.2,2.7,0.1
2017.0,Brasil,Urbana,Federal,97.1,2.7,0.2
2017.0,Brasil,Rural,Federal,100.0,0.0,0.0
2017.0,Brasil,Total,Estadual,94.8,4.5,0.7
2017.0,Brasil,Urbana,Estadual,95.2,4.1,0.7
2017.0,Brasil,Rural,Estadual,88.5,9.3,2.2
2017.0,Brasil,Total,Municipal,91.5,7.2,1.3
2017.0,Brasil,Urbana,Municipal,92.9,6.1,1.0
2017.0,Brasil,Rural,Municipal,86.5,11.3,2.2
2017.0,Brasil,Total,Privada,98.6,1.3,0.1
2017.0,Brasil,Urbana,Privada,98.6,1.3,0.1
2017.0,Brasil,Rural,Privada,96.6,3.1,0.3
2017.0,Brasil,Total,Pública,92.1,6.7,1.2
2017.0,Brasil,Urbana,Pública,93.4,5.7,0.9
2017.0,Brasil,Rural,Pública,86.6,11.1,2.3
2017.0,Norte,Total,Total,86.7,11.1,2.2
2017.0,Norte,Urbana,Total,90.4,8.2,1.4
2017.0,Norte,Rural,Total,78.5,17.2,4.3
2017.0,Norte,Total,Federal,99.1,0.4,0.5
2017.0,Norte,Urbana,Federal,99.1,0.4,0.5
2017.0,Norte,Rural,Federal,0.0,0.0,0.0
2017.0,Norte,Total,Estadual,90.0,8.5,1.5
2017.0,Norte,Urbana,Estadual,91.2,7.6,1.2
2017.0,Norte,Rural,Estadual,82.9,13.2,3.9
2017.0,Norte,Total,Municipal,84.7,12.6,2.7
2017.0,Norte,Urbana,Municipal,88.9,9.5,1.6
2017.0,Norte,Rural,Municipal,78.1,17.6,4.3
2017.0,Norte,Total,Privada,98.5,1.4,0.1
2017.0,Norte,Urbana,Privada,98.6,1.3,0.1
2017.0,Norte,Rural,Privada,90.5,8.5,1.0
2017.0,Norte,Total,Pública,85.7,11.8,2.5
2017.0,Norte,Urbana,Pública,89.5,9.0,1.5
2017.0,Norte,Rural,Pública,78.5,17.2,4.3
2017.0,Nordeste,Total,Total,89.7,8.6,1.7
2017.0,Nordeste,Urbana,Total,90.9,7.6,1.5
2017.0,Nordeste,Rural,Total,86.8,11.0,2.2
2017.0,Nordeste,Total,Federal,100.0,0.0,0.0
2017.0,Nordeste,Urbana,Federal,100.0,0.0,0.0
2017.0,Nordeste,Rural,Federal,100.0,0.0,0.0
2017.0,Nordeste,Total,Estadual,85.6,11.7,2.7
2017.0,Nordeste,Urbana,Estadual,86.6,11.2,2.2
2017.0,Nordeste,Rural,Estadual,80.3,14.7,5.0
2017.0,Nordeste,Total,Municipal,88.1,9.9,2.0
2017.0,Nordeste,Urbana,Municipal,88.7,9.3,2.0
2017.0,Nordeste,Rural,Municipal,86.9,11.0,2.1
2017.0,Nordeste,Total,Privada,98.1,1.7,0.2
2017.0,Nordeste,Urbana,Privada,98.2,1.7,0.1
2017.0,Nordeste,Rural,Privada,96.6,3.1,0.3
2017.0,Nordeste,Total,Pública,88.0,10.0,2.0
2017.0,Nordeste,Urbana,Pública,88.6,9.4,2.0
2017.0,Nordeste,Rural,Pública,86.8,11.1,2.1
2017.0,Sudeste,Total,Total,97.0,2.6,0.4
2017.0,Sudeste,Urbana,Total,97.1,2.5,0.4
2017.0,Sudeste,Rural,Total,95.6,4.1,0.3
2017.0,Sudeste,Total,Federal,97.2,2.8,0.0
2017.0,Sudeste,Urbana,Federal,97.2,2.8,0.0
2017.0,Sudeste,Rural,Federal,0.0,0.0,0.0
2017.0,Sudeste,Total,Estadual,99.1,0.6,0.3
2017.0,Sudeste,Urbana,Estadual,99.1,0.5,0.4
2017.0,Sudeste,Rural,Estadual,98.6,1.1,0.3
2017.0,Sudeste,Total,Municipal,95.9,3.7,0.4
2017.0,Sudeste,Urbana,Municipal,95.9,3.6,0.5
2017.0,Sudeste,Rural,Municipal,95.2,4.5,0.3
2017.0,Sudeste,Total,Privada,98.7,1.2,0.1
2017.0,Sudeste,Urbana,Privada,98.7,1.2,0.1
2017.0,Sudeste,Rural,Privada,98.4,1.6,0.0
2017.0,Sudeste,Total,Pública,96.6,2.9,0.5
2017.0,Sudeste,Urbana,Pública,96.7,2.8,0.5
2017.0,Sudeste,Rural,Pública,95.5,4.1,0.4
2017.0,Sul,Total,Total,94.6,5.0,0.4
2017.0,Sul,Urbana,Total,94.7,5.0,0.3
2017.0,Sul,Rural,Total,93.9,5.8,0.3
2017.0,Sul,Total,Federal,93.8,5.2,1.0
2017.0,Sul,Urbana,Federal,93.8,5.2,1.0
2017.0,Sul,Rural,Federal,0.0,0.0,0.0
2017.0,Sul,Total,Estadual,90.6,8.9,0.5
2017.0,Sul,Urbana,Estadual,90.7,8.9,0.4
2017.0,Sul,Rural,Estadual,90.3,9.1,0.6
2017.0,Sul,Total,Municipal,95.0,4.7,0.3
2017.0,Sul,Urbana,Municipal,95.0,4.6,0.4
2017.0,Sul,Rural,Municipal,94.7,5.0,0.3
2017.0,Sul,Total,Privada,99.0,1.0,0.0
2017.0,Sul,Urbana,Privada,99.0,1.0,0.0
2017.0,Sul,Rural,Privada,99.0,1.0,0.0
2017.0,Sul,Total,Pública,94.0,5.6,0.4
2017.0,Sul,Urbana,Pública,94.0,5.6,0.4
2017.0,Sul,Rural,Pública,93.8,5.8,0.4
2017.0,Centro-Oeste,Total,Total,95.7,3.8,0.5
2017.0,Centro-Oeste,Urbana,Total,95.9,3.7,0.4
2017.0,Centro-Oeste,Rural,Total,93.0,5.9,1.1
2017.0,Centro-Oeste,Total,Federal,89.8,10.2,0.0
2017.0,Centro-Oeste,Urbana,Federal,89.8,10.2,0.0
2017.0,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2017.0,Centro-Oeste,Total,Estadual,95.0,4.6,0.4
2017.0,Centro-Oeste,Urbana,Estadual,95.1,4.6,0.3
2017.0,Centro-Oeste,Rural,Estadual,93.9,5.6,0.5
2017.0,Centro-Oeste,Total,Municipal,95.1,4.3,0.6
2017.0,Centro-Oeste,Urbana,Municipal,95.4,4.1,0.5
2017.0,Centro-Oeste,Rural,Municipal,92.7,6.1,1.2
2017.0,Centro-Oeste,Total,Privada,99.0,1.0,0.0
2017.0,Centro-Oeste,Urbana,Privada,99.0,1.0,0.0
2017.0,Centro-Oeste,Rural,Privada,95.0,5.0,0.0
2017.0,Centro-Oeste,Total,Pública,95.0,4.4,0.6
2017.0,Centro-Oeste,Urbana,Pública,95.3,4.2,0.5
2017.0,Centro-Oeste,Rural,Pública,93.0,5.9,1.1
2018.0,Brasil,Total,Total,93.6,5.6,0.8
2018.0,Brasil,Urbana,Total,94.8,4.5,0.7
2018.0,Brasil,Rural,Total,86.9,11.0,2.1
2018.0,Brasil,Total,Federal,96.9,2.9,0.2
2018.0,Brasil,Urbana,Federal,97.1,2.8,0.1
2018.0,Brasil,Rural,Federal,80.0,20.0,0.0
2018.0,Brasil,Total,Estadual,95.0,4.4,0.6
2018.0,Brasil,Urbana,Estadual,95.4,4.0,0.6
2018.0,Brasil,Rural,Estadual,88.9,9.2,1.9
2018.0,Brasil,Total,Municipal,92.0,6.9,1.1
2018.0,Brasil,Urbana,Municipal,93.4,5.7,0.9
2018.0,Brasil,Rural,Municipal,86.7,11.2,2.1
2018.0,Brasil,Total,Privada,98.8,1.1,0.1
2018.0,Brasil,Urbana,Privada,98.8,1.1,0.1
2018.0,Brasil,Rural,Privada,97.0,2.8,0.2
2018.0,Brasil,Total,Pública,92.5,6.4,1.1
2018.0,Brasil,Urbana,Pública,93.8,5.3,0.9
2018.0,Brasil,Rural,Pública,86.9,11.1,2.0
2018.0,Norte,Total,Total,87.0,10.9,2.1
2018.0,Norte,Urbana,Total,90.9,7.8,1.3
2018.0,Norte,Rural,Total,78.5,17.6,3.9
2018.0,Norte,Total,Federal,97.8,2.2,0.0
2018.0,Norte,Urbana,Federal,97.8,2.2,0.0
2018.0,Norte,Rural,Federal,0.0,0.0,0.0
2018.0,Norte,Total,Estadual,90.1,8.5,1.4
2018.0,Norte,Urbana,Estadual,91.2,7.6,1.2
2018.0,Norte,Rural,Estadual,83.3,13.2,3.5
2018.0,Norte,Total,Municipal,85.0,12.5,2.5
2018.0,Norte,Urbana,Municipal,89.5,9.0,1.5
2018.0,Norte,Rural,Municipal,77.9,18.0,4.1
2018.0,Norte,Total,Privada,98.8,1.1,0.1
2018.0,Norte,Urbana,Privada,98.8,1.1,0.1
2018.0,Norte,Rural,Privada,97.3,2.7,0.0
2018.0,Norte,Total,Pública,86.0,11.7,2.3
2018.0,Norte,Urbana,Pública,89.9,8.6,1.5
2018.0,Norte,Rural,Pública,78.4,17.6,4.0
2018.0,Nordeste,Total,Total,90.5,8.0,1.5
2018.0,Nordeste,Urbana,Total,91.7,7.0,1.3
2018.0,Nordeste,Rural,Total,87.5,10.7,1.8
2018.0,Nordeste,Total,Federal,96.9,3.1,0.0
2018.0,Nordeste,Urbana,Federal,99.1,0.9,0.0
2018.0,Nordeste,Rural,Federal,80.0,20.0,0.0
2018.0,Nordeste,Total,Estadual,86.3,11.6,2.1
2018.0,Nordeste,Urbana,Estadual,87.0,11.1,1.9
2018.0,Nordeste,Rural,Estadual,82.6,13.7,3.7
2018.0,Nordeste,Total,Municipal,88.9,9.4,1.7
2018.0,Nordeste,Urbana,Municipal,89.7,8.7,1.6
2018.0,Nordeste,Rural,Municipal,87.5,10.7,1.8
2018.0,Nordeste,Total,Privada,98.4,1.4,0.2
2018.0,Nordeste,Urbana,Privada,98.5,1.4,0.1
2018.0,Nordeste,Rural,Privada,96.2,3.3,0.5
2018.0,Nordeste,Total,Pública,88.8,9.4,1.8
2018.0,Nordeste,Urbana,Pública,89.5,8.8,1.7
2018.0,Nordeste,Rural,Pública,87.4,10.7,1.9
2018.0,Sudeste,Total,Total,97.2,2.5,0.3
2018.0,Sudeste,Urbana,Total,97.3,2.4,0.3
2018.0,Sudeste,Rural,Total,95.5,4.1,0.4
2018.0,Sudeste,Total,Federal,96.9,3.1,0.0
2018.0,Sudeste,Urbana,Federal,96.9,3.1,0.0
2018.0,Sudeste,Rural,Federal,0.0,0.0,0.0
2018.0,Sudeste,Total,Estadual,99.1,0.5,0.4
2018.0,Sudeste,Urbana,Estadual,99.1,0.5,0.4
2018.0,Sudeste,Rural,Estadual,98.0,1.4,0.6
2018.0,Sudeste,Total,Municipal,96.1,3.5,0.4
2018.0,Sudeste,Urbana,Municipal,96.2,3.4,0.4
2018.0,Sudeste,Rural,Municipal,95.1,4.5,0.4
2018.0,Sudeste,Total,Privada,98.9,1.1,0.0
2018.0,Sudeste,Urbana,Privada,98.9,1.1,0.0
2018.0,Sudeste,Rural,Privada,97.9,2.1,0.0
2018.0,Sudeste,Total,Pública,96.8,2.8,0.4
2018.0,Sudeste,Urbana,Pública,96.9,2.7,0.4
2018.0,Sudeste,Rural,Pública,95.4,4.2,0.4
2018.0,Sul,Total,Total,94.6,5.1,0.3
2018.0,Sul,Urbana,Total,94.7,5.0,0.3
2018.0,Sul,Rural,Total,94.0,5.7,0.3
2018.0,Sul,Total,Federal,97.9,2.1,0.0
2018.0,Sul,Urbana,Federal,97.9,2.1,0.0
2018.0,Sul,Rural,Federal,0.0,0.0,0.0
2018.0,Sul,Total,Estadual,90.0,9.6,0.4
2018.0,Sul,Urbana,Estadual,90.0,9.6,0.4
2018.0,Sul,Rural,Estadual,89.4,9.9,0.7
2018.0,Sul,Total,Municipal,95.1,4.5,0.4
2018.0,Sul,Urbana,Municipal,95.1,4.5,0.4
2018.0,Sul,Rural,Municipal,95.0,4.7,0.3
2018.0,Sul,Total,Privada,99.0,1.0,0.0
2018.0,Sul,Urbana,Privada,99.0,1.0,0.0
2018.0,Sul,Rural,Privada,96.2,3.8,0.0
2018.0,Sul,Total,Pública,94.0,5.7,0.3
2018.0,Sul,Urbana,Pública,94.0,5.7,0.3
2018.0,Sul,Rural,Pública,93.9,5.7,0.4
2018.0,Centro-Oeste,Total,Total,96.0,3.6,0.4
2018.0,Centro-Oeste,Urbana,Total,96.3,3.3,0.4
2018.0,Centro-Oeste,Rural,Total,92.6,6.3,1.1
2018.0,Centro-Oeste,Total,Federal,93.4,4.9,1.7
2018.0,Centro-Oeste,Urbana,Federal,93.4,4.9,1.7
2018.0,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2018.0,Centro-Oeste,Total,Estadual,95.3,4.3,0.4
2018.0,Centro-Oeste,Urbana,Estadual,95.5,4.2,0.3
2018.0,Centro-Oeste,Rural,Estadual,93.9,5.3,0.8
2018.0,Centro-Oeste,Total,Municipal,95.4,4.1,0.5
2018.0,Centro-Oeste,Urbana,Municipal,95.8,3.8,0.4
2018.0,Centro-Oeste,Rural,Municipal,92.1,6.7,1.2
2018.0,Centro-Oeste,Total,Privada,99.1,0.9,0.0
2018.0,Centro-Oeste,Urbana,Privada,99.1,0.9,0.0
2018.0,Centro-Oeste,Rural,Privada,98.8,1.2,0.0
2018.0,Centro-Oeste,Total,Pública,95.4,4.1,0.5
2018.0,Centro-Oeste,Urbana,Pública,95.7,3.9,0.4
2018.0,Centro-Oeste,Rural,Pública,92.6,6.3,1.1
2019.0,Brasil,Total,Total,94.7,4.7,0.6
2019.0,Brasil,Urbana,Total,95.7,3.8,0.5
2019.0,Brasil,Rural,Total,88.8,9.4,1.8
2019.0,Brasil,Total,Federal,96.2,3.5,0.3
2019.0,Brasil,Urbana,Federal,96.2,3.5,0.3
2019.0,Brasil,Rural,Federal,100.0,0.0,0.0
2019.0,Brasil,Total,Estadual,95.4,4.1,0.5
2019.0,Brasil,Urbana,Estadual,95.8,3.7,0.5
2019.0,Brasil,Rural,Estadual,89.7,8.6,1.7
2019.0,Brasil,Total,Municipal,93.5,5.7,0.8
2019.0,Brasil,Urbana,Municipal,94.7,4.7,0.6
2019.0,Brasil,Rural,Municipal,88.7,9.5,1.8
2019.0,Brasil,Total,Privada,98.8,1.1,0.1
2019.0,Brasil,Urbana,Privada,98.9,1.1,0.0
2019.0,Brasil,Rural,Privada,96.8,3.1,0.1
2019.0,Brasil,Total,Pública,93.8,5.4,0.8
2019.0,Brasil,Urbana,Pública,94.9,4.5,0.6
2019.0,Brasil,Rural,Pública,88.8,9.5,1.7
2019.0,Norte,Total,Total,88.9,9.3,1.8
2019.0,Norte,Urbana,Total,92.4,6.6,1.0
2019.0,Norte,Rural,Total,80.9,15.4,3.7
2019.0,Norte,Total,Federal,96.5,3.1,0.4
2019.0,Norte,Urbana,Federal,96.5,3.1,0.4
2019.0,Norte,Rural,Federal,0.0,0.0,0.0
2019.0,Norte,Total,Estadual,91.4,7.6,1.0
2019.0,Norte,Urbana,Estadual,92.5,6.8,0.7
2019.0,Norte,Rural,Estadual,84.9,12.2,2.9
2019.0,Norte,Total,Municipal,87.3,10.5,2.2
2019.0,Norte,Urbana,Municipal,91.3,7.5,1.2
2019.0,Norte,Rural,Municipal,80.5,15.7,3.8
2019.0,Norte,Total,Privada,98.8,1.2,0.0
2019.0,Norte,Urbana,Privada,98.9,1.0,0.1
2019.0,Norte,Rural,Privada,90.6,9.2,0.2
2019.0,Norte,Total,Pública,88.0,10.0,2.0
2019.0,Norte,Urbana,Pública,91.6,7.3,1.1
2019.0,Norte,Rural,Pública,80.9,15.4,3.7
2019.0,Nordeste,Total,Total,92.6,6.4,1.0
2019.0,Nordeste,Urbana,Total,93.6,5.4,1.0
2019.0,Nordeste,Rural,Total,89.7,8.8,1.5
2019.0,Nordeste,Total,Federal,100.0,0.0,0.0
2019.0,Nordeste,Urbana,Federal,100.0,0.0,0.0
2019.0,Nordeste,Rural,Federal,100.0,0.0,0.0
2019.0,Nordeste,Total,Estadual,87.9,10.2,1.9
2019.0,Nordeste,Urbana,Estadual,89.2,9.3,1.5
2019.0,Nordeste,Rural,Estadual,82.3,14.4,3.3
2019.0,Nordeste,Total,Municipal,91.3,7.4,1.3
2019.0,Nordeste,Urbana,Municipal,92.1,6.7,1.2
2019.0,Nordeste,Rural,Municipal,89.8,8.7,1.5
2019.0,Nordeste,Total,Privada,98.5,1.3,0.2
2019.0,Nordeste,Urbana,Privada,98.6,1.3,0.1
2019.0,Nordeste,Rural,Privada,96.8,3.0,0.2
2019.0,Nordeste,Total,Pública,91.2,7.5,1.3
2019.0,Nordeste,Urbana,Pública,92.0,6.8,1.2
2019.0,Nordeste,Rural,Pública,89.7,8.9,1.4
2019.0,Sudeste,Total,Total,97.6,2.2,0.2
2019.0,Sudeste,Urbana,Total,97.7,2.1,0.2
2019.0,Sudeste,Rural,Total,95.6,4.1,0.3
2019.0,Sudeste,Total,Federal,95.7,4.0,0.3
2019.0,Sudeste,Urbana,Federal,95.7,4.0,0.3
2019.0,Sudeste,Rural,Federal,0.0,0.0,0.0
2019.0,Sudeste,Total,Estadual,99.3,0.4,0.3
2019.0,Sudeste,Urbana,Estadual,99.3,0.4,0.3
2019.0,Sudeste,Rural,Estadual,98.3,1.4,0.3
2019.0,Sudeste,Total,Municipal,96.6,3.1,0.3
2019.0,Sudeste,Urbana,Municipal,96.7,3.0,0.3
2019.0,Sudeste,Rural,Municipal,95.2,4.5,0.3
2019.0,Sudeste,Total,Privada,99.0,1.0,0.0
2019.0,Sudeste,Urbana,Privada,99.0,1.0,0.0
2019.0,Sudeste,Rural,Privada,98.3,1.7,0.0
2019.0,Sudeste,Total,Pública,97.3,2.5,0.2
2019.0,Sudeste,Urbana,Pública,97.4,2.3,0.3
2019.0,Sudeste,Rural,Pública,95.5,4.2,0.3
2019.0,Sul,Total,Total,95.3,4.4,0.3
2019.0,Sul,Urbana,Total,95.4,4.3,0.3
2019.0,Sul,Rural,Total,94.7,5.0,0.3
2019.0,Sul,Total,Federal,95.7,4.3,0.0
2019.0,Sul,Urbana,Federal,95.7,4.3,0.0
2019.0,Sul,Rural,Federal,0.0,0.0,0.0
2019.0,Sul,Total,Estadual,90.9,8.6,0.5
2019.0,Sul,Urbana,Estadual,90.8,8.7,0.5
2019.0,Sul,Rural,Estadual,91.3,8.1,0.6
2019.0,Sul,Total,Municipal,95.9,3.8,0.3
2019.0,Sul,Urbana,Municipal,95.9,3.8,0.3
2019.0,Sul,Rural,Municipal,95.5,4.3,0.2
2019.0,Sul,Total,Privada,99.0,1.0,0.0
2019.0,Sul,Urbana,Privada,99.0,1.0,0.0
2019.0,Sul,Rural,Privada,99.2,0.8,0.0
2019.0,Sul,Total,Pública,94.8,4.9,0.3
2019.0,Sul,Urbana,Pública,94.8,4.9,0.3
2019.0,Sul,Rural,Pública,94.7,5.0,0.3
2019.0,Centro-Oeste,Total,Total,96.4,3.3,0.3
2019.0,Centro-Oeste,Urbana,Total,96.6,3.2,0.2
2019.0,Centro-Oeste,Rural,Total,94.2,4.9,0.9
2019.0,Centro-Oeste,Total,Federal,98.4,1.6,0.0
2019.0,Centro-Oeste,Urbana,Federal,98.4,1.6,0.0
2019.0,Centro-Oeste,Rural,Federal,0.0,0.0,0.0
2019.0,Centro-Oeste,Total,Estadual,94.9,4.7,0.4
2019.0,Centro-Oeste,Urbana,Estadual,95.0,4.7,0.3
2019.0,Centro-Oeste,Rural,Estadual,94.5,4.7,0.8
2019.0,Centro-Oeste,Total,Municipal,96.2,3.4,0.4
2019.0,Centro-Oeste,Urbana,Municipal,96.5,3.2,0.3
2019.0,Centro-Oeste,Rural,Municipal,94.0,5.0,1.0
2019.0,Centro-Oeste,Total,Privada,99.3,0.7,0.0
2019.0,Centro-Oeste,Urbana,Privada,99.3,0.7,0.0
2019.0,Centro-Oeste,Rural,Privada,96.7,3.3,0.0
2019.0,Centro-Oeste,Total,Pública,95.8,3.8,0.4
2019.0,Centro-Oeste,Urbana,Pública,96.0,3.7,0.3
2019.0,Centro-Oeste,Rural,Pública,94.1,4.9,1.0
2020.0,Brasil,Total,Total,98.5,0.7,0.8
2020.0,Brasil,Urbana,Total,98.7,0.6,0.7
2020.0,Brasil,Rural,Total,97.7,1.1,1.2
2020.0,Brasil,Total,Federal,99.7,0.1,0.2
2020.0,Brasil,Urbana,Federal,99.7,0.1,0.2
2020.0,Brasil,Rural,Federal,100.0,0.0,0.0
2020.0,Brasil,Total,Estadual,98.5,1.0,0.5
2020.0,Brasil,Urbana,Estadual,98.7,0.9,0.4
2020.0,Brasil,Rural,Estadual,95.7,1.9,2.4
2020.0,Brasil,Total,Municipal,98.7,0.7,0.6
2020.0,Brasil,Urbana,Municipal,98.9,0.6,0.5
2020.0,Brasil,Rural,Municipal,97.9,1.0,1.1
2020.0,Brasil,Total,Privada,98.0,0.6,1.4
2020.0,Brasil,Urbana,Privada,98.0,0.6,1.4
